ID chaty,Chata,Země,Pohoří,Nejbližší obec / uzel,Pořadí,Výchozí bod,Typ výchozího bodu,Doprava / návaznost,Sezóna / omezení,Jistota,Zdrojové URL,Poznámka,Ověřeno k
HUT-0237,Schronisko Na Iglicznej,Polsko,Masyw Śnieżnika,Międzygórze,2,"Marianówka, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://pttk.pl/accommodations/
https://www.miedzygorze.com.pl/",,2026-07-21
HUT-0238,Andrzejówka,Polsko,Góry Kamienne,Mieroszów,1,"Przełęcz Trzech Dolin, parkoviště / autobusová zastávka",horský průsmyk + parkoviště + autobus,regionální autobus podle sezóny,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://andrzejowka.com.pl/,,2026-07-21
HUT-0238,Andrzejówka,Polsko,Góry Kamienne,Mieroszów,2,"Sokołowsko, autobusová zastávka",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://andrzejowka.com.pl/,,2026-07-21
HUT-0239,Pasterka,Polsko,Góry Stołowe,Radków,1,"Pasterka, parkoviště / autobusová zastávka",horská obec + parkoviště + autobus,sezónní / regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://pasterka.pl/,,2026-07-21
HUT-0239,Pasterka,Polsko,Góry Stołowe,Radków,2,"Karłów, autobusová zastávka / parkoviště",turistická obec + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://pasterka.pl/,,2026-07-21
HUT-0240,Na Szczelińcu,Polsko,Góry Stołowe,Karłów,1,"Karłów, autobusová zastávka / centrální parkoviště",hlavní turistický vstup + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://naszczelincu.pl/,,2026-07-21
HUT-0241,Zygmuntówka,Polsko,Góry Sowie,Bielawa,1,"Przełęcz Jugowska, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,regionální autobus podle sezóny,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://zygmuntowka.pl/,,2026-07-21
HUT-0241,Zygmuntówka,Polsko,Góry Sowie,Bielawa,2,"Jugów, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://zygmuntowka.pl/,,2026-07-21
HUT-0242,Pod Kopą Biskupią,Polsko,Góry Opawskie,Głuchołazy,1,"Jarnołtówek, centrální parkoviště / autobusová zastávka",horská obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://podkopabiskupia.pl/,,2026-07-21
HUT-0242,Pod Kopą Biskupią,Polsko,Góry Opawskie,Głuchołazy,2,"Pokrzywna, autobusová zastávka",rekreační obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://podkopabiskupia.pl/,,2026-07-21
HUT-0242,Pod Kopą Biskupią,Polsko,Góry Opawskie,Głuchołazy,3,"Zlaté Hory, autobusové nádraží",přeshraniční město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://podkopabiskupia.pl/,,2026-07-21
HUT-0243,Schronisko na Stożku,Polsko,Beskid Śląski,Wisła,1,"Wisła Głębce, železniční stanice",vlak + horské město,vlak,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://stozek.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0243,Schronisko na Stożku,Polsko,Beskid Śląski,Wisła,2,"Wisła Łabajów, parkoviště / autobusová zastávka",turistický nástup + parkoviště + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://stozek.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0243,Schronisko na Stożku,Polsko,Beskid Śląski,Wisła,3,"Stożek, horní stanice lanovky",horní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://stozek.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0244,Schronisko na Soszowie,Polsko,Beskid Śląski,Wisła,1,"Wisła Jawornik, parkoviště / autobusová zastávka",horská část města + autobus + parkoviště,městský / regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://soszow.pl/
https://slaskie.travel/",,2026-07-21
HUT-0244,Schronisko na Soszowie,Polsko,Beskid Śląski,Wisła,2,"Soszów, horní stanice lanovky",horní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://soszow.pl/
https://slaskie.travel/",,2026-07-21
HUT-0244,Schronisko na Soszowie,Polsko,Beskid Śląski,Wisła,3,"Wisła Uzdrowisko, železniční stanice",vlak + město,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://soszow.pl/
https://slaskie.travel/",,2026-07-21
HUT-0245,Schronisko na Równicy,Polsko,Beskid Śląski,Ustroń,1,"Ustroń Polana, železniční stanice",vlak + horské středisko,vlak,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rownica.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0245,Schronisko na Równicy,Polsko,Beskid Śląski,Ustroń,2,"Równica, vrcholové parkoviště",parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rownica.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0245,Schronisko na Równicy,Polsko,Beskid Śląski,Ustroń,3,"Ustroń centrum, železniční stanice",vlak + lázeňské město,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rownica.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0246,Przysłop pod Baranią Górą,Polsko,Beskid Śląski,Wisła,1,"Wisła Czarne, parkoviště / autobusová zastávka",horská část města + autobus + parkoviště,městský / regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://przyslop.pl/
https://slaskie.travel/",,2026-07-21
HUT-0246,Przysłop pod Baranią Górą,Polsko,Beskid Śląski,Wisła,2,"Przełęcz Kubalonka, autobusová zastávka / parkoviště",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://przyslop.pl/
https://slaskie.travel/",,2026-07-21
HUT-0247,Schronisko na Skrzycznem,Polsko,Beskid Śląski,Szczyrk,1,"Skrzyczne, horní stanice lanovky",horní stanice lanovky,lanovka ze Szczyrku,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://skrzyczne.schronisko-pttk.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0247,Schronisko na Skrzycznem,Polsko,Beskid Śląski,Szczyrk,2,"Szczyrk, dolní stanice lanovky / autobusová zastávka",horské středisko + autobus + parkoviště + lanovka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://skrzyczne.schronisko-pttk.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0248,Schronisko Klimczok,Polsko,Beskid Śląski,Bystra,1,"Szyndzielnia, horní stanice lanovky",horní stanice lanovky + turistický uzel,gondola z Bielska-Białé,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.schroniskoklimczok.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0248,Schronisko Klimczok,Polsko,Beskid Śląski,Bystra,2,"Bystra, centrum / autobusová zastávka",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.schroniskoklimczok.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0248,Schronisko Klimczok,Polsko,Beskid Śląski,Bystra,3,"Szczyrk, centrum",horské středisko + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.schroniskoklimczok.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0249,Schronisko na Błatniej,Polsko,Beskid Śląski,Brenna,1,"Brenna, centrum / autobusová zastávka",horské středisko + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://blatnia.pl/
https://slaskie.travel/",,2026-07-21
HUT-0249,Schronisko na Błatniej,Polsko,Beskid Śląski,Brenna,2,"Jaworze, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://blatnia.pl/
https://slaskie.travel/",,2026-07-21
HUT-0250,Schronisko Szyndzielnia,Polsko,Beskid Śląski,Bielsko-Biała,1,"Szyndzielnia, horní stanice gondoly",horní stanice lanovky,gondola z Bielska-Białé,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://szyndzielnia.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0250,Schronisko Szyndzielnia,Polsko,Beskid Śląski,Bielsko-Biała,2,"Bielsko-Biała, Olszówka – dolní stanice gondoly",MHD + dolní stanice lanovky + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://szyndzielnia.com.pl/
https://slaskie.travel/",,2026-07-21
HUT-0251,Schronisko na Wielkiej Raczy,Polsko,Beskid Żywiecki,Rycerka Górna,1,"Rycerka Górna Kolonia, konečná autobusu / parkoviště",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://wielka-racza.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0251,Schronisko na Wielkiej Raczy,Polsko,Beskid Żywiecki,Rycerka Górna,2,"Oščadnica, Veľká Rača – horní stanice lanovky",přeshraniční horní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://wielka-racza.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0252,Schronisko na Przegibku,Polsko,Beskid Żywiecki,Rycerka Górna,1,"Rycerka Górna, Roztoki – parkoviště / autobusová zastávka",nástup do doliny + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://przegibek.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0252,Schronisko na Przegibku,Polsko,Beskid Żywiecki,Rycerka Górna,2,"Rycerka Górna Kolonia, konečná autobusu",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://przegibek.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0253,Bacówka na Rycerzowej,Polsko,Beskid Żywiecki,Ujsoły,1,"Soblówka, autobusová zastávka / parkoviště",horská obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rycerzowa.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0253,Bacówka na Rycerzowej,Polsko,Beskid Żywiecki,Ujsoły,2,"Ujsoły, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rycerzowa.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0254,Bacówka na Krawcowym Wierchu,Polsko,Beskid Żywiecki,Ujsoły,1,"Glinka, autobusová zastávka / parkoviště",horská obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://krawcow.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0254,Bacówka na Krawcowym Wierchu,Polsko,Beskid Żywiecki,Ujsoły,2,"Ujsoły, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://krawcow.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0255,Schronisko Rysianka,Polsko,Beskid Żywiecki,Żabnica,1,"Żabnica Skałka, konečná autobusu / parkoviště",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rysianka.com.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0255,Schronisko Rysianka,Polsko,Beskid Żywiecki,Żabnica,2,"Żabnica, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rysianka.com.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0255,Schronisko Rysianka,Polsko,Beskid Żywiecki,Żabnica,3,"Złatna Huta, autobusová zastávka",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rysianka.com.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0256,Schronisko Lipowska,Polsko,Beskid Żywiecki,Żabnica,1,"Żabnica Skałka, konečná autobusu / parkoviště",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://lipowska.com.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0256,Schronisko Lipowska,Polsko,Beskid Żywiecki,Żabnica,2,"Żabnica, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://lipowska.com.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0256,Schronisko Lipowska,Polsko,Beskid Żywiecki,Żabnica,3,"Złatna Huta, autobusová zastávka",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://lipowska.com.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0257,Schronisko Hala Miziowa,Polsko,Beskid Żywiecki,Korbielów,1,"Korbielów, Kamienna – dolní stanice lanovek / parkoviště",horské středisko + lanovka + autobus + parkoviště,lanovky na Pilsko podle sezóny,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://halamiziowa.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0257,Schronisko Hala Miziowa,Polsko,Beskid Żywiecki,Korbielów,2,"Hala Szczawiny, horní stanice lanovky",horní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://halamiziowa.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0257,Schronisko Hala Miziowa,Polsko,Beskid Żywiecki,Korbielów,3,"Przełęcz Glinne, autobusová zastávka / parkoviště",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://halamiziowa.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0258,Markowe Szczawiny,Polsko,Beskid Żywiecki,Zawoja,1,"Zawoja Markowa, parkoviště / autobusová zastávka",hlavní vstup do NP + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://markoweszczawiny.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0258,Markowe Szczawiny,Polsko,Beskid Żywiecki,Zawoja,2,"Przełęcz Krowiarki, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://markoweszczawiny.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0259,Hala Krupowa,Polsko,Beskid Żywiecki,Zawoja,1,"Sidzina, Wielka Polana – parkoviště / autobusová zastávka",horská obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://halakrupowa.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0259,Hala Krupowa,Polsko,Beskid Żywiecki,Zawoja,2,"Zawoja Składy, autobusová zastávka",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://halakrupowa.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0259,Hala Krupowa,Polsko,Beskid Żywiecki,Zawoja,3,"Jordanów, železniční stanice",vlak + návazný autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://halakrupowa.pttk.pl/
https://malopolska.szlaki.pttk.pl/",,2026-07-21
HUT-0260,Morskie Oko,Polsko,Tatry Wysokie,Zakopane,1,"Palenica Białczańska, parkoviště / autobusová konečná",hlavní vstup do TPN + autobus + parkoviště,minibusy ze Zakopaného,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://schroniskomorskieoko.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0261,Dolina Pięciu Stawów Polskich,Polsko,Tatry Wysokie,Zakopane,1,"Palenica Białczańska, parkoviště / autobusová konečná",hlavní vstup do TPN + autobus + parkoviště,minibusy ze Zakopaného,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://piecstawow.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0261,Dolina Pięciu Stawów Polskich,Polsko,Tatry Wysokie,Zakopane,2,"Wodogrzmoty Mickiewicza, rozcestí na trase k Morskému Oku",turistický rozcestník,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://piecstawow.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0262,Murowaniec,Polsko,Tatry Wysokie,Zakopane,1,"Kuźnice, konečná městských minibusů",hlavní turistický vstup + veřejná doprava,městské minibusy ze Zakopaného; vjezd aut omezen,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://malopolska.szlaki.pttk.pl/en/1484-pttk-malopolska-old-refuge-on-hala-gasienicowa
https://murowaniec.com/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0263,Hala Kondratowa,Polsko,Tatry Zachodnie,Zakopane,1,"Kuźnice, konečná městských minibusů",hlavní turistický vstup + veřejná doprava,městské minibusy ze Zakopaného; vjezd aut omezen,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://kondratowa.com/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0264,Hotel Górski Kalatówki,Polsko,Tatry Zachodnie,Zakopane,1,"Kuźnice, konečná městských minibusů",hlavní turistický vstup + veřejná doprava,městské minibusy ze Zakopaného; vjezd aut omezen,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.kalatowki.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0265,Polana Chochołowska,Polsko,Tatry Zachodnie,Chochołów,1,"Siwa Polana, parkoviště / autobusová zastávka",vstup do doliny + autobus + parkoviště,minibusy ze Zakopaného,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://chocholowska.com/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0266,Hala Ornak,Polsko,Tatry Zachodnie,Kościelisko,1,"Kiry, parkoviště / autobusová zastávka",vstup do doliny + autobus + parkoviště,minibusy ze Zakopaného,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://ornak.com.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0267,Dolina Roztoki,Polsko,Tatry Wysokie,Bukowina Tatrzańska,1,"Palenica Białczańska, parkoviště / autobusová konečná",hlavní vstup do TPN + autobus + parkoviště,minibusy ze Zakopaného,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://schroniskoroztoka.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0267,Dolina Roztoki,Polsko,Tatry Wysokie,Bukowina Tatrzańska,2,"Wodogrzmoty Mickiewicza, rozcestí na trase k Morskému Oku",turistický rozcestník,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://schroniskoroztoka.pl/
https://tpn.pl/zwiedzaj",,2026-07-21
HUT-0268,Schronisko Trzy Korony,Polsko,Pieniny,Sromowce Niżne,1,"Sromowce Niżne, centrum / parkoviště / autobusová zastávka",turistická obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://trzykorony.pl/
https://www.pieninypn.pl/",,2026-07-21
HUT-0268,Schronisko Trzy Korony,Polsko,Pieniny,Sromowce Niżne,2,"Krościenko nad Dunajcem, centrum",turistické město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://trzykorony.pl/
https://www.pieninypn.pl/",,2026-07-21
HUT-0269,Schronisko Orlica,Polsko,Pieniny,Szczawnica,1,"Szczawnica, centrum / dolní stanice lanovky Palenica",turistické město + autobus + dolní stanice lanovky,regionální autobus a lanovka Palenica,celoročně; provoz lanovky ověřit podle sezóny,A,"https://www.pieninypn.pl/
https://orlica.com.pl/",,2026-07-21
HUT-0269,Schronisko Orlica,Polsko,Pieniny,Szczawnica,2,"Szczawnica, přístaviště / promenáda",turistické centrum + autobus,,celoročně; provoz lanovky ověřit podle sezóny,A,"https://www.pieninypn.pl/
https://orlica.com.pl/",,2026-07-21
HUT-0270,Chatka Puchatka,Polsko,Bieszczady,Wetlina,1,"Przełęcz Wyżna, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,sezónní busy / minibusy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://chatkapuchatka.bdpn.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0270,Chatka Puchatka,Polsko,Bieszczady,Wetlina,2,"Brzegi Górne, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://chatkapuchatka.bdpn.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0270,Chatka Puchatka,Polsko,Bieszczady,Wetlina,3,"Wetlina, centrum",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://chatkapuchatka.bdpn.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0271,Kremenaros Ustrzyki Górne,Polsko,Bieszczady,Ustrzyki Górne,1,"Ustrzyki Górne, autobusová zastávka / parkoviště",hlavní turistické středisko + autobus + parkoviště,sezónní a regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://bdpn.gov.pl/turystyka,,2026-07-21
HUT-0272,Bacówka pod Małą Rawką,Polsko,Bieszczady,Brzegi Górne,1,"Przełęcz Wyżniańska, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,sezónní busy / minibusy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rawki.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0272,Bacówka pod Małą Rawką,Polsko,Bieszczady,Brzegi Górne,2,"Brzegi Górne, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://rawki.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0273,Bacówka Jaworzec,Polsko,Bieszczady,Wetlina,1,"Kalnica, autobusová zastávka / parkoviště",horská obec + autobus + parkoviště,regionální / sezónní autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://jaworzec.com.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0273,Bacówka Jaworzec,Polsko,Bieszczady,Wetlina,2,"Wetlina, centrum",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://jaworzec.com.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0274,Bacówka Pod Honem,Polsko,Bieszczady,Cisna,1,"Cisna, centrum / autobusová zastávka",turistická obec + autobus + parkoviště,regionální a sezónní autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://podhonem.pl/
https://bdpn.gov.pl/turystyka",,2026-07-21
HUT-0275,Schronisko PTTK Komańcza,Polsko,Bieszczady,Komańcza,1,"Komańcza, železniční stanice",vlak + turistická obec,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://bdpn.gov.pl/turystyka,,2026-07-21
HUT-0276,Schronisko w Łupkowie,Polsko,Bieszczady,Łupków,1,"Nowy Łupków, železniční stanice",vlak + obec,vlak,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://bdpn.gov.pl/turystyka,,2026-07-21
HUT-0276,Schronisko w Łupkowie,Polsko,Bieszczady,Łupków,2,"Łupków, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://bdpn.gov.pl/turystyka,,2026-07-21
HUT-0277,Koliba Studencka,Polsko,Bieszczady,Rabe,1,"Rabe, parkoviště / autobusová zastávka",horská osada + parkoviště + autobus,regionální autobus v širším okolí,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://bdpn.gov.pl/turystyka,,2026-07-21
HUT-0277,Koliba Studencka,Polsko,Bieszczady,Rabe,2,"Czarna Górna, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://bdpn.gov.pl/turystyka,,2026-07-21
HUT-0278,Arberschutzhaus,Německo,Bayerischer Wald,Bayerisch Eisenstein,1,"Großer Arber, horní stanice lanovky",horní stanice lanovky + vrcholový uzel,lanovka z Talstation Großer Arber,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.arberschutzhaus.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0278,Arberschutzhaus,Německo,Bayerischer Wald,Bayerisch Eisenstein,2,"Brennes, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.arberschutzhaus.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0278,Arberschutzhaus,Německo,Bayerischer Wald,Bayerisch Eisenstein,3,"Bayerisch Eisenstein, železniční stanice",vlak + turistické město,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.arberschutzhaus.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0279,Eisensteiner Hütte,Německo,Bayerischer Wald,Bayerisch Eisenstein,1,"Großer Arber, horní stanice lanovky",horní stanice lanovky + vrcholový uzel,lanovka z Talstation Großer Arber,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.arber.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0279,Eisensteiner Hütte,Německo,Bayerischer Wald,Bayerisch Eisenstein,2,"Brennes, parkoviště / autobusová zastávka",horský průsmyk + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.arber.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0279,Eisensteiner Hütte,Německo,Bayerischer Wald,Bayerisch Eisenstein,3,"Bayerisch Eisenstein, železniční stanice",vlak + turistické město,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.arber.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0280,Falkensteinschutzhaus,Německo,Bayerischer Wald,Lindberg,1,"Zwieslerwaldhaus, parkoviště / autobusová zastávka",vstup do národního parku + autobus + parkoviště,Igelbus / regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.schutzhaus-falkenstein.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0280,Falkensteinschutzhaus,Německo,Bayerischer Wald,Lindberg,2,"Lindberg, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.schutzhaus-falkenstein.de/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0281,Lusenschutzhaus,Německo,Bayerischer Wald,Neuschönau,1,"Waldhäuser, Lusenparkplatz / Waldhausreibe",parkoviště + sezónní turistický autobus,Igelbus v národním parku,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.lusenschutzhaus.com/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
HUT-0281,Lusenschutzhaus,Německo,Bayerischer Wald,Neuschönau,2,"Neuschönau, Nationalparkzentrum Lusen",návštěvnické centrum + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.lusenschutzhaus.com/
https://www.nationalpark-bayerischer-wald.bayern.de/besucher/einrichtungen/index.htm",,2026-07-21
